ad_id,reporting_start,reporting_end,interest1,interest2,interest3,campaign_id,fb_campaign_id,age,gender,interest,impressions,clicks,spent,total_conversion,approved_conversion,cr,ctr,cpc
747828,2017-08-25,2017-08-25,22,24,24,936,110939,30-34,F,22,28488,10.0,9.340000033,1,0,3.5102499297950014e-05,0.00035102499297950013,0.9340000033000001
747852,2017-08-24,2017-08-24,26,32,32,936,110943,30-34,F,26,10126,3.0,4.619999886,1,0,9.875567845151097e-05,0.0002962670353545329,1.5399999619999998
747859,2017-08-24,2017-08-24,27,32,33,936,110944,30-34,F,27,22572,5.0,8.5,1,0,4.430267588162325e-05,0.00022151337940811626,1.7
747863,2017-08-24,2017-08-24,27,30,33,936,110944,30-34,F,27,1955,1.5,0.0,1,1,0.0005115089514066496,0.0007672634271099745,0.0
747879,2017-08-24,2017-08-24,30,36,31,936,110947,30-34,F,30,493,1.5,0.0,1,0,0.002028397565922921,0.0030425963488843813,0.0
747903,2017-08-24,2017-08-24,63,69,69,936,110951,30-34,F,63,1491,1.5,0.0,1,1,0.0006706908115358819,0.001006036217303823,0.0
747911,2017-08-24,2017-08-24,64,66,66,936,110952,30-34,F,64,1495,1.5,0.0,1,1,0.0006688963210702341,0.001003344481605351,0.0
747968,2017-08-24,2017-08-24,21,27,24,936,110962,35-39,F,21,512,1.5,0.0,0,0,0.0,0.0029296875,0.0
747991,2017-08-24,2017-08-24,25,31,27,936,110966,35-39,F,25,4868,2.0,2.420000076,1,0,0.00020542317173377156,0.0004108463434675431,1.210000038
748000,2017-08-24,2017-08-24,26,27,32,936,110967,35-39,F,26,6585,2.0,2.950000048,1,0,0.00015186028853454822,0.00030372057706909645,1.475000024
748007,2017-08-24,2017-08-24,27,29,28,936,110968,35-39,F,27,10164,2.0,3.720000029,1,1,9.838646202282565e-05,0.0001967729240456513,1.8600000145
748014,2017-08-24,2017-08-24,29,31,35,936,110970,35-39,F,29,11182,4.0,4.449999809,1,0,8.942944017170452e-05,0.0003577177606868181,1.11249995225
748045,2017-08-25,2017-08-25,63,69,64,936,110975,35-39,F,63,1238,1.5,0.0,1,0,0.0008077544426494346,0.0012116316639741518,0.0
748086,2017-08-25,2017-08-25,16,19,18,936,110982,40-44,F,16,34127,8.0,13.07000017,1,0,2.9302311952413044e-05,0.00023441849561930435,1.63375002125
748087,2017-08-26,2017-08-26,16,22,19,936,110982,40-44,F,16,29466,7.0,10.84999967,2,0,6.787483879725786e-05,0.0002375619357904025,1.5499999528571429
748089,2017-08-26,2017-08-26,16,18,21,936,110982,40-44,F,16,38759,9.0,10.84999967,1,0,2.580045924817462e-05,0.00023220413323357157,1.205555518888889
748091,2017-08-26,2017-08-26,16,17,19,936,110982,40-44,F,16,41720,10.0,12.06000006,1,1,2.3969319271332693e-05,0.00023969319271332693,1.206000006
748225,2017-08-26,2017-08-26,15,16,17,936,111005,45-49,F,15,18602,5.0,8.860000134,1,0,5.375766046661649e-05,0.00026878830233308245,1.7720000268
748230,2017-08-26,2017-08-26,16,17,20,936,111006,45-49,F,16,83929,21.0,27.72999954,4,1,4.7659331101287994e-05,0.00025021148828176194,1.3204761685714286
748231,2017-08-27,2017-08-27,16,18,21,936,111006,45-49,F,16,25194,6.0,7.349999905,1,0,3.9691990156386444e-05,0.00023815194093831864,1.2249999841666666
748233,2017-08-27,2017-08-27,16,22,18,936,111006,45-49,F,16,78627,19.0,26.53000045,1,0,1.2718277436504e-05,0.000241647271293576,1.3963158131578948
748235,2017-08-26,2017-08-26,16,18,19,936,111006,45-49,F,16,102695,25.0,39.42999983,3,0,2.9212717269584694e-05,0.00024343931057987245,1.5771999932
748294,2017-08-26,2017-08-26,27,32,31,936,111016,45-49,F,27,82827,24.0,47.93000031,3,0,3.6220073164547794e-05,0.00028976058531638235,1.99708334625
748295,2017-08-26,2017-08-26,27,31,32,936,111016,45-49,F,27,9240,3.0,6.039999962,1,0,0.00010822510822510823,0.0003246753246753247,2.0133333206666664
748303,2017-08-25,2017-08-25,29,32,33,936,111018,45-49,F,29,7706,2.0,2.369999886,1,0,0.00012976901116013495,0.0002595380223202699,1.184999943
748314,2017-08-25,2017-08-25,31,34,32,936,111020,45-49,F,31,7821,4.0,6.340000153,1,1,0.00012786088735455825,0.000511443549418233,1.58500003825
748341,2017-08-25,2017-08-25,64,67,68,936,111024,45-49,F,64,1363,1.5,0.0,1,1,0.0007336757153338225,0.0011005135730007337,0.0
776318,2017-08-25,2017-08-25,15,16,19,936,115484,45-49,F,15,3569,1.0,0.0,1,1,0.0002801905295601009,0.0002801905295601009,0.0
776322,2017-08-25,2017-08-25,16,21,20,936,115485,45-49,F,16,119063,34.0,53.21999949,1,0,8.398914860200063e-06,0.0002855631052468021,1.5652941026470588
776323,2017-08-26,2017-08-26,16,17,18,936,115485,45-49,F,16,99078,23.0,35.79999948,2,0,2.0186115989422476e-05,0.00023214033387835846,1.556521716521739
776325,2017-08-26,2017-08-26,16,19,20,936,115485,45-49,F,16,452398,114.0,180.2200012,1,0,2.210443016989465e-06,0.00025199050393679903,1.5808772035087721
776334,2017-08-26,2017-08-26,10,12,16,936,115487,45-49,F,10,191223,48.0,76.41000056,1,0,5.229496451786658e-06,0.00025101582968575954,1.5918750116666667
776336,2017-08-26,2017-08-26,10,15,14,936,115487,45-49,F,10,22216,6.0,9.549999952,1,0,4.501260352898812e-05,0.0002700756211739287,1.5916666586666668
776338,2017-08-23,2017-08-23,10,12,11,936,115487,45-49,F,10,48291,11.0,18.01999998,1,0,2.070779234225839e-05,0.00022778571576484232,1.6381818163636366
776353,2017-08-23,2017-08-23,63,66,67,936,115490,40-44,F,63,27559,8.0,13.37,1,0,3.6285786857288e-05,0.000290286294858304,1.67125
776373,2017-08-21,2017-08-21,25,27,27,936,115493,45-49,F,25,10194,4.0,4.590000033,2,1,0.00019619383951343929,0.00039238767902687857,1.14750000825
776383,2017-08-21,2017-08-21,23,27,29,936,115495,45-49,F,23,1168,1.0,0.0,1,1,0.0008561643835616438,0.0008561643835616438,0.0
776405,2017-08-21,2017-08-21,21,25,22,936,115498,45-49,F,21,40126,16.0,25.86000001,1,0,2.4921497283556795e-05,0.0003987439565369087,1.616250000625
776416,2017-08-21,2017-08-21,19,22,20,936,115500,45-49,F,19,3659,1.0,0.49000001,1,1,0.00027329871549603714,0.00027329871549603714,0.49000001
776430,2017-08-22,2017-08-22,10,14,16,936,115503,30-34,M,10,3200,1.0,0.0,1,0,0.0003125,0.0003125,0.0
776464,2017-08-22,2017-08-22,29,30,31,936,115508,45-49,F,29,7550,1.0,1.679999948,1,1,0.00013245033112582781,0.00013245033112582781,1.679999948
776469,2017-08-22,2017-08-22,28,33,29,936,115509,45-49,F,28,45397,15.0,25.41999936,1,1,2.2027887305328548e-05,0.0003304183095799282,1.694666624
776473,2017-08-22,2017-08-22,16,22,22,936,115510,30-34,M,16,23086,2.0,3.310000062,1,1,4.331629559040111e-05,8.663259118080222e-05,1.655000031
776475,2017-08-21,2017-08-21,16,21,20,936,115510,30-34,M,16,16425,1.0,1.549999952,1,0,6.0882800608828e-05,6.0882800608828e-05,1.549999952
776476,2017-08-21,2017-08-21,16,17,18,936,115510,30-34,M,16,43756,5.0,5.439999938,0,0,0.0,0.00011427004296553616,1.0879999876
776477,2017-08-21,2017-08-21,16,22,17,936,115510,30-34,M,16,9982,3.5,0.0,1,0,0.00010018032458425165,0.0003506311360448808,0.0
776489,2017-08-21,2017-08-21,26,31,28,936,115512,45-49,F,26,175389,55.0,81.60999787,1,0,5.701611845668771e-06,0.00031358865151178236,1.4838181430909092
776494,2017-08-21,2017-08-21,15,16,16,936,115513,30-34,M,15,7015,1.0,0.0,1,0,0.00014255167498218105,0.00014255167498218105,0.0
776515,2017-08-21,2017-08-21,65,68,68,936,115517,45-49,F,65,12706,3.0,4.98999989,1,1,7.870297497245396e-05,0.00023610892491736187,1.6633332966666667
776519,2017-08-21,2017-08-21,65,71,67,936,115517,45-49,F,65,70702,20.0,31.7099998,1,0,1.4143871460496168e-05,0.00028287742920992336,1.58549999
776533,2017-08-21,2017-08-21,63,64,68,936,115520,45-49,F,63,63927,16.0,25.52000046,2,0,3.1285685234720856e-05,0.00025028548187776685,1.59500002875
776534,2017-08-21,2017-08-21,63,69,67,936,115520,45-49,F,63,15105,3.0,4.25999999,1,0,6.6203243958954e-05,0.00019860973187686197,1.4199999966666665
776538,2017-08-21,2017-08-21,15,16,19,936,115521,30-34,F,15,8774,1.0,1.830000043,1,0,0.00011397310234784591,0.00011397310234784591,1.830000043
776551,2017-08-21,2017-08-21,16,18,22,936,115523,30-34,F,16,14459,1.0,1.389999986,1,0,6.916107614634484e-05,6.916107614634484e-05,1.389999986
776552,2017-08-22,2017-08-22,16,17,18,936,115523,30-34,F,16,21596,2.0,2.809999943,1,0,4.630487127245786e-05,9.260974254491573e-05,1.4049999715
776553,2017-08-22,2017-08-22,16,21,17,936,115523,30-34,F,16,66765,8.0,11.04999971,1,0,1.4977907586310192e-05,0.00011982326069048154,1.38124996375
776563,2017-08-23,2017-08-23,7,9,13,936,115525,30-34,F,7,1369,1.0,0.0,1,1,0.0007304601899196494,0.0007304601899196494,0.0
776579,2017-08-23,2017-08-23,10,13,14,936,115527,30-34,F,10,26910,5.0,7.229999781,1,0,3.716090672612412e-05,0.0001858045336306206,1.4459999562
776603,2017-08-23,2017-08-23,2,3,6,936,115531,30-34,F,2,506,1.0,0.0,1,0,0.001976284584980237,0.001976284584980237,0.0
776615,2017-08-23,2017-08-23,63,66,68,936,115533,45-49,M,63,11988,3.0,4.269999862,1,0,8.341675008341675e-05,0.00025025025025025025,1.4233332873333333
776623,2017-08-23,2017-08-23,64,69,65,936,115535,45-49,M,64,19353,6.0,9.4799999,1,1,5.167157546633597e-05,0.0003100294527980158,1.5799999833333331
776631,2017-08-23,2017-08-23,29,35,33,936,115536,40-44,M,29,10960,2.0,2.890000105,1,0,9.124087591240875e-05,0.0001824817518248175,1.4450000525
776643,2017-08-23,2017-08-23,15,18,18,936,115538,30-34,M,15,33491,6.0,10.56999969,2,1,5.971753605446239e-05,0.00017915260816338719,1.761666615
776644,2017-08-23,2017-08-23,15,21,20,936,115538,30-34,M,15,20083,2.0,3.200000048,2,1,9.958671513220136e-05,9.958671513220136e-05,1.600000024
776659,2017-08-23,2017-08-23,16,19,22,936,115541,30-34,M,16,8817,1.0,0.0,1,1,0.00011341726210729273,0.00011341726210729273,0.0
776661,2017-08-23,2017-08-23,16,18,22,936,115541,30-34,M,16,15466,1.0,0.970000029,1,0,6.46579593948015e-05,6.46579593948015e-05,0.970000029
776662,2017-08-22,2017-08-22,16,18,22,936,115541,30-34,M,16,27072,3.0,4.370000005,1,0,3.693853427895981e-05,0.00011081560283687943,1.4566666683333331
776663,2017-08-22,2017-08-22,16,19,22,936,115541,30-34,M,16,15753,1.0,0.569999993,1,1,6.347997206881229e-05,6.347997206881229e-05,0.569999993
776668,2017-08-22,2017-08-22,19,21,24,936,115542,40-44,M,19,3523,1.0,1.809999943,1,1,0.0002838489923360772,0.0002838489923360772,1.809999943
776685,2017-08-22,2017-08-22,16,22,17,936,115545,40-44,M,16,7745,1.0,0.0,1,0,0.0001291155584247902,0.0001291155584247902,0.0
776686,2017-08-22,2017-08-22,16,17,21,936,115545,40-44,M,16,18709,2.0,3.319999933,1,0,5.345021112833396e-05,0.00010690042225666791,1.6599999665
776687,2017-08-23,2017-08-23,16,20,20,936,115545,40-44,M,16,8022,1.0,0.0,2,1,0.0002493143854400399,0.00012465719272001995,0.0
776696,2017-08-22,2017-08-22,10,11,12,936,115547,30-34,M,10,7966,1.0,1.179999948,1,1,0.00012553351744915893,0.00012553351744915893,1.179999948
776697,2017-08-22,2017-08-22,10,14,13,936,115547,30-34,M,10,4132,1.5,0.0,1,1,0.0002420135527589545,0.00036302032913843176,0.0
776698,2017-08-22,2017-08-22,10,14,16,936,115547,30-34,M,10,12785,3.0,4.730000019,2,1,0.0001564333202972233,0.00023464998044583498,1.576666673
776699,2017-08-27,2017-08-27,10,16,16,936,115547,30-34,M,10,8213,1.0,1.379999995,1,1,0.00012175818823815901,0.00012175818823815901,1.379999995
776722,2017-08-27,2017-08-27,2,4,7,936,115551,30-34,M,2,545,1.0,0.0,1,1,0.001834862385321101,0.001834862385321101,0.0
776725,2017-08-22,2017-08-22,23,26,27,936,115552,40-44,M,23,2479,1.0,1.25999999,1,0,0.0004033884630899556,0.0004033884630899556,1.25999999
776780,2017-08-22,2017-08-22,2,4,3,936,115561,40-44,M,2,3812,2.0,3.049999952,1,0,0.00026232948583420777,0.0005246589716684155,1.524999976
776793,2017-08-22,2017-08-22,21,23,26,936,115563,45-49,M,21,1609,1.0,0.0,1,0,0.0006215040397762585,0.0006215040397762585,0.0
776799,2017-08-22,2017-08-22,20,22,26,936,115564,45-49,M,20,10257,3.0,3.579999924,1,1,9.749439407234084e-05,0.0002924831822170225,1.193333308
776817,2017-08-22,2017-08-22,10,14,16,936,115567,40-44,M,10,12356,4.0,6.279999971,1,0,8.09323405632891e-05,0.0003237293622531564,1.56999999275
776825,2017-08-23,2017-08-23,18,23,20,936,115568,45-49,M,18,7410,1.0,1.210000038,1,0,0.0001349527665317139,0.0001349527665317139,1.210000038
776829,2017-08-23,2017-08-23,16,20,19,936,115569,45-49,M,16,140098,28.0,46.63000011,1,0,7.137860640408856e-06,0.000199860097931448,1.6653571467857142
776831,2017-08-22,2017-08-22,16,18,20,936,115569,45-49,M,16,107021,20.0,34.44000012,1,0,9.343960531110716e-06,0.00018687921062221434,1.722000006
776840,2017-08-22,2017-08-22,36,38,40,936,115571,35-39,M,36,2797,1.0,1.289999962,1,0,0.0003575259206292456,0.0003575259206292456,1.289999962
776861,2017-08-22,2017-08-22,7,9,12,936,115574,45-49,M,7,16461,6.0,9.21999979,1,0,6.074965068950854e-05,0.00036449790413705123,1.5366666316666666
776892,2017-08-30,2017-08-30,63,66,69,936,115580,40-44,M,63,17488,5.0,7.719999909,1,0,5.7182067703568164e-05,0.0002859103385178408,1.5439999818
776928,2017-08-30,2017-08-30,10,11,15,936,115586,35-39,M,10,9750,2.0,1.5,1,1,0.00010256410256410256,0.00020512820512820512,0.75
776935,2017-08-30,2017-08-30,36,41,38,936,115587,45-49,M,36,1136,1.0,0.0,1,1,0.0008802816901408451,0.0008802816901408451,0.0
777105,2017-08-30,2017-08-30,63,67,67,936,115615,45-49,M,63,4333,1.0,0.180000007,1,1,0.00023078698361412417,0.00023078698361412417,0.180000007
777130,2017-08-30,2017-08-30,16,21,22,936,115619,35-39,M,16,6260,1.0,0.0,1,0,0.0001597444089456869,0.0001597444089456869,0.0
777131,2017-08-22,2017-08-22,16,19,21,936,115619,35-39,M,16,6359,1.0,0.0,1,0,0.00015725743041358704,0.00015725743041358704,0.0
777166,2017-08-30,2017-08-30,63,69,65,936,115625,30-34,M,63,2383,1.0,0.0,1,1,0.000419639110365086,0.000419639110365086,0.0
777187,2017-08-30,2017-08-30,27,31,28,936,115629,40-44,M,27,11292,3.0,5.389999866,1,1,8.855827134254339e-05,0.00026567481402763017,1.796666622
777198,2017-08-30,2017-08-30,64,70,69,936,115631,30-34,M,64,12729,4.0,5.779999852,1,0,7.85607667530835e-05,0.000314243067012334,1.444999963
777200,2017-08-23,2017-08-23,64,69,70,936,115631,30-34,M,64,1898,1.0,0.0,1,1,0.0005268703898840885,0.0005268703898840885,0.0
777201,2017-08-23,2017-08-23,64,69,65,936,115631,30-34,M,64,1882,1.0,0.0,1,1,0.0005313496280552603,0.0005313496280552603,0.0
777235,2017-08-24,2017-08-24,65,66,67,936,115637,30-34,M,65,2883,1.0,0.99000001,1,1,0.000346860908775581,0.000346860908775581,0.99000001
777248,2017-08-24,2017-08-24,7,9,10,936,115639,30-34,F,7,3989,1.0,1.279999971,1,0,0.000250689395838556,0.000250689395838556,1.279999971
777261,2017-08-24,2017-08-24,29,31,34,936,115641,40-44,M,29,19603,4.0,5.279999971,1,1,5.101260011222772e-05,0.00020405040044891087,1.31999999275
777382,2017-08-25,2017-08-25,24,26,27,936,115675,40-44,M,24,3047,1.0,1.379999995,1,0,0.0003281916639317361,0.0003281916639317361,1.379999995
777398,2017-08-25,2017-08-25,24,27,30,936,115677,35-39,M,24,3029,1.0,1.049999952,1,1,0.0003301419610432486,0.0003301419610432486,1.049999952
777410,2017-08-25,2017-08-25,26,29,28,936,115679,45-49,M,26,3490,1.0,1.340000033,1,1,0.00028653295128939826,0.00028653295128939826,1.340000033
777482,2017-08-25,2017-08-25,28,32,32,936,115691,45-49,M,28,2479,1.0,0.0,1,0,0.0004033884630899556,0.0004033884630899556,0.0
777495,2017-08-25,2017-08-25,19,25,25,936,115693,40-44,M,19,19581,7.0,10.42999983,2,0,0.00010213982942648486,0.000357489402992697,1.4899999757142857
777519,2017-08-24,2017-08-24,29,34,32,936,115697,45-49,M,29,19537,5.0,6.099999905,1,0,5.1184931156267594e-05,0.00025592465578133796,1.219999981
777625,2017-08-24,2017-08-24,16,17,19,936,115715,45-49,M,16,59433,12.0,19.65999949,3,0,5.0477007722982184e-05,0.00020190803089192874,1.6383332908333335
777627,2017-08-23,2017-08-23,16,17,19,936,115715,45-49,M,16,157534,33.0,56.19000077,2,0,1.2695672045399724e-05,0.00020947858874909543,1.702727296060606
777638,2017-08-23,2017-08-23,7,10,12,936,115717,40-44,M,7,1781,1.0,0.0,1,1,0.0005614823133071309,0.0005614823133071309,0.0
777670,2017-08-23,2017-08-23,16,19,19,936,115723,40-44,M,16,23769,4.0,6.029999852,1,0,4.207160587319618e-05,0.00016828642349278473,1.507499963
777673,2017-08-23,2017-08-23,16,18,17,936,115723,40-44,M,16,7101,1.5,0.0,1,0,0.0001408252358822701,0.00021123785382340515,0.0
777742,2017-08-23,2017-08-23,64,69,68,936,115735,35-39,M,64,4726,1.0,1.830000043,1,1,0.00021159542953872197,0.00021159542953872197,1.830000043
777758,2017-08-24,2017-08-24,19,20,20,936,115737,30-34,M,19,5209,1.0,0.959999979,2,0,0.0003839508542906508,0.0001919754271453254,0.959999979
777794,2017-08-24,2017-08-24,18,23,24,936,115743,30-34,M,18,13473,3.0,2.619999945,3,0,0.00022266755733689602,0.00022266755733689602,0.873333315
777816,2017-08-23,2017-08-23,2,7,7,936,115747,40-44,M,2,500,1.0,0.0,1,1,0.002,0.002,0.0
777871,2017-08-23,2017-08-23,20,26,23,936,115756,30-34,M,20,4616,1.0,1.360000014,1,0,0.0002166377816291161,0.0002166377816291161,1.360000014
777904,2017-08-30,2017-08-30,31,32,33,936,115762,30-34,M,31,3279,1.0,0.0,1,0,0.0003049710277523635,0.0003049710277523635,0.0
777905,2017-08-30,2017-08-30,31,36,36,936,115762,30-34,M,31,3288,1.0,0.0,1,0,0.00030413625304136254,0.00030413625304136254,0.0
778037,2017-08-28,2017-08-28,27,29,28,936,115784,35-39,M,27,14615,4.0,6.050000191,1,0,6.842285323297981e-05,0.00027369141293191924,1.51250004775
778048,2017-08-28,2017-08-28,27,28,29,936,115786,30-34,M,27,56615,12.0,19.88000035,2,0,3.532632694515588e-05,0.00021195796167093527,1.6566666958333334
778085,2017-08-28,2017-08-28,26,32,31,936,115792,30-34,M,26,11735,3.0,4.529999971,1,1,8.521516829995739e-05,0.00025564550489987217,1.5099999903333332
778087,2017-08-28,2017-08-28,26,30,32,936,115792,30-34,M,26,15910,5.0,6.779999852,1,0,6.285355122564425e-05,0.00031426775612822125,1.3559999704
778112,2017-08-28,2017-08-28,29,33,35,936,115796,35-39,M,29,11446,2.0,3.090000033,1,1,8.736676568233443e-05,0.00017473353136466887,1.5450000165
778113,2017-08-28,2017-08-28,29,35,35,936,115796,35-39,M,29,4595,1.0,0.0,1,0,0.0002176278563656148,0.0002176278563656148,0.0
778124,2017-08-28,2017-08-28,29,34,32,936,115798,30-34,M,29,4871,1.0,0.0,1,0,0.00020529665366454526,0.00020529665366454526,0.0
778148,2017-08-28,2017-08-28,28,32,30,936,115802,35-39,M,28,3199,1.0,0.0,1,0,0.00031259768677711783,0.00031259768677711783,0.0
778156,2017-08-28,2017-08-28,28,32,31,936,115804,30-34,M,28,9388,2.0,3.140000105,1,0,0.00010651896037494674,0.00021303792074989347,1.5700000525
778161,2017-08-27,2017-08-27,28,31,33,936,115804,30-34,M,28,17954,6.0,7.5400002,2,1,0.00011139578923916676,0.0003341873677175003,1.2566667
778208,2017-08-27,2017-08-27,29,32,32,936,115812,40-44,F,29,2755,1.0,0.0,1,0,0.0003629764065335753,0.0003629764065335753,0.0
778264,2017-08-27,2017-08-27,27,31,30,936,115822,40-44,F,27,8152,1.0,0.99000001,1,0,0.0001226692836113837,0.0001226692836113837,0.99000001
778266,2017-08-27,2017-08-27,27,32,28,936,115822,40-44,F,27,74542,19.0,34.1500001,1,0,1.3415255828928657e-05,0.00025488986074964447,1.7973684263157894
778421,2017-08-27,2017-08-27,20,21,23,936,115848,40-44,F,20,6699,2.0,3.090000033,1,0,0.00014927601134497685,0.0002985520226899537,1.5450000165
778422,2017-08-27,2017-08-27,20,25,24,936,115848,40-44,F,20,11911,4.0,3.959999919,1,0,8.395600705230459e-05,0.00033582402820921836,0.98999997975
778461,2017-08-27,2017-08-27,29,35,33,936,115854,40-44,M,29,10090,2.0,2.650000095,1,1,9.910802775024777e-05,0.00019821605550049553,1.3250000475
778471,2017-08-27,2017-08-27,32,35,36,936,115856,30-34,M,32,1273,1.0,0.0,1,1,0.0007855459544383347,0.0007855459544383347,0.0
778483,2017-08-27,2017-08-27,18,24,20,936,115858,40-44,F,18,24188,5.0,8.179999828,1,0,4.134281461881925e-05,0.00020671407309409625,1.6359999656
778529,2017-08-27,2017-08-27,31,35,33,936,115866,30-34,M,31,2214,1.0,0.0,1,0,0.00045167118337850043,0.00045167118337850043,0.0
778556,2017-08-28,2017-08-28,32,35,38,936,115870,40-44,M,32,9735,4.0,4.130000114,1,1,0.00010272213662044171,0.00041088854648176684,1.0325000285
778590,2017-08-28,2017-08-28,30,36,36,936,115876,30-34,M,30,1371,1.0,0.0,1,1,0.0007293946024799417,0.0007293946024799417,0.0
778600,2017-08-29,2017-08-29,22,23,25,936,115878,40-44,F,22,10750,4.0,5.389999866,1,0,9.302325581395348e-05,0.00037209302325581393,1.3474999665
778626,2017-08-29,2017-08-29,29,33,35,936,115882,30-34,M,29,7629,1.0,0.720000029,1,1,0.00013107877834578582,0.00013107877834578582,0.720000029
778628,2017-08-29,2017-08-29,29,35,30,936,115882,30-34,M,29,4608,1.0,0.0,1,0,0.00021701388888888888,0.00021701388888888888,0.0
778674,2017-08-29,2017-08-29,29,31,30,936,115890,35-39,M,29,3732,1.0,0.0,1,0,0.0002679528403001072,0.0002679528403001072,0.0
778689,2017-08-30,2017-08-30,28,32,32,936,115892,30-34,M,28,7453,1.0,1.679999948,1,1,0.0001341741580571582,0.0001341741580571582,1.679999948
778722,2017-08-30,2017-08-30,64,70,67,936,115898,35-39,F,64,41785,14.0,19.10000038,1,0,2.3932033026205577e-05,0.0003350484623668781,1.3642857414285714
778737,2017-08-30,2017-08-30,27,32,30,936,115900,35-39,M,27,8077,2.0,3.579999924,1,1,0.0001238083446824316,0.0002476166893648632,1.789999962
778756,2017-08-30,2017-08-30,63,65,65,936,115904,35-39,F,63,5602,1.0,1.580000043,1,0,0.0001785076758300607,0.0001785076758300607,1.580000043
778804,2017-08-30,2017-08-30,26,29,29,936,115912,30-34,M,26,6184,2.0,2.75,1,1,0.00016170763260025875,0.0003234152652005175,1.375
778808,2017-08-29,2017-08-29,26,28,29,936,115912,30-34,M,26,1738,1.0,0.0,1,0,0.0005753739930955121,0.0005753739930955121,0.0
778964,2017-08-29,2017-08-29,27,33,28,936,115938,35-39,F,27,112460,25.0,41.29000068,1,0,8.89205050684688e-06,0.00022230126267117198,1.6516000272
779057,2017-08-29,2017-08-29,15,21,21,936,115954,40-44,M,15,4414,1.0,0.0,1,0,0.00022655188038060717,0.00022655188038060717,0.0
779106,2017-08-28,2017-08-28,30,35,36,936,115962,35-39,F,30,14670,7.0,9.410000324,1,0,6.81663258350375e-05,0.00047716428084526244,1.3442857605714287
779438,2017-08-28,2017-08-28,64,66,69,936,116031,30-34,F,64,33144,9.0,13.40999985,1,0,3.017137340091721e-05,0.0002715423606082549,1.4899999833333333
779453,2017-08-29,2017-08-29,64,68,70,936,116033,45-49,M,64,4397,1.0,0.949999988,1,0,0.00022742779167614282,0.00022742779167614282,0.949999988
779488,2017-08-29,2017-08-29,65,68,69,936,116039,45-49,M,65,1006,1.0,0.0,1,0,0.0009940357852882703,0.0009940357852882703,0.0
779573,2017-08-29,2017-08-29,10,13,16,936,116053,35-39,F,10,89527,24.0,32.28999996,1,0,1.1169814692774247e-05,0.0002680755526265819,1.3454166650000001
779608,2017-08-29,2017-08-29,15,18,16,936,116059,35-39,F,15,2459,1.0,0.0,1,0,0.00040666937779585197,0.00040666937779585197,0.0
779609,2017-08-29,2017-08-29,15,20,18,936,116059,35-39,F,15,7116,2.0,1.730000019,1,1,0.0001405283867341203,0.0002810567734682406,0.8650000095
779622,2017-08-29,2017-08-29,15,18,17,936,116061,30-34,F,15,8613,1.0,0.889999986,2,0,0.0002322071287588529,0.00011610356437942645,0.889999986
779631,2017-08-19,2017-08-19,16,19,18,936,116063,35-39,F,16,9730,1.0,1.379999995,1,0,0.00010277492291880781,0.00010277492291880781,1.379999995
779644,2017-08-19,2017-08-19,16,20,20,936,116065,30-34,F,16,51816,8.0,10.2299999,2,1,3.85981164119191e-05,0.0001543924656476764,1.2787499875
779645,2017-08-22,2017-08-22,16,21,20,936,116065,30-34,F,16,27289,3.0,4.429999828,1,0,3.6644801934845545e-05,0.00010993440580453663,1.4766666093333332
779715,2017-08-22,2017-08-22,29,32,33,936,116077,30-34,F,29,20409,4.0,3.829999924,1,0,4.899799108236562e-05,0.0001959919643294625,0.957499981
779716,2017-08-22,2017-08-22,29,32,34,936,116077,30-34,F,29,8044,1.0,1.110000014,1,0,0.00012431626056688214,0.00012431626056688214,1.110000014
779738,2017-08-22,2017-08-22,28,32,33,936,116081,30-34,F,28,15645,4.0,5.349999905,1,0,6.391818472355386e-05,0.0002556727388942154,1.33749997625
779778,2017-08-22,2017-08-22,31,37,34,936,116087,30-34,F,31,2466,1.0,0.0,2,2,0.0008110300081103001,0.00040551500405515005,0.0
779789,2017-08-22,2017-08-22,10,14,13,936,116089,45-49,M,10,11611,3.0,3.950000048,1,1,8.612522607871846e-05,0.00025837567823615537,1.3166666826666666
779824,2017-08-22,2017-08-22,7,13,9,936,116095,45-49,M,7,9375,3.0,4.019999981,1,0,0.00010666666666666667,0.00032,1.3399999936666667
779871,2017-08-22,2017-08-22,32,37,34,936,116103,30-34,F,32,4402,1.0,1.330000043,1,1,0.00022716946842344388,0.00022716946842344388,1.330000043
779918,2017-08-22,2017-08-22,18,23,24,936,116111,30-34,F,18,8469,2.0,3.089999914,1,0,0.0001180776951233912,0.0002361553902467824,1.544999957
779922,2017-08-22,2017-08-22,18,22,24,936,116111,30-34,F,18,5823,1.0,1.419999957,1,1,0.0001717327837884252,0.0001717327837884252,1.419999957
779944,2017-08-21,2017-08-21,10,13,16,936,116115,35-39,M,10,2549,1.0,0.0,1,0,0.00039231071008238524,0.00039231071008238524,0.0
779979,2017-08-21,2017-08-21,16,17,21,936,116121,35-39,M,16,25817,4.0,6.019999981,1,0,3.873416740907154e-05,0.00015493666963628617,1.50499999525
779995,2017-08-21,2017-08-21,20,24,25,936,116123,30-34,F,20,1961,1.0,0.0,1,0,0.0005099439061703213,0.0005099439061703213,0.0
780064,2017-08-21,2017-08-21,22,24,25,936,116135,30-34,F,22,2554,1.0,0.0,1,0,0.00039154267815191856,0.00039154267815191856,0.0
